@relation 'resume_p2final-weka.filters.unsupervised.attribute.NumericToNominal-R1,3,5,6,7,9,10-weka.filters.unsupervised.attribute.Remove-R1,3,5,6,7,9,10-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.Remove-R4'

@attribute salary_last numeric
@attribute workmonth numeric
@attribute salary_exp numeric

@data
2001,17,4001
4001,69,6001
8001,51,10001
4001,13,6001
2001,5,4001
6001,53,8001
2001,8,4001
4001,31,6001
2001,13,6001
4001,164,8001
6001,101,8001
8001,103,15000
2001,16,4001
2001,11,6001
2001,26,4001
6001,105,8001
2001,5,4001
4001,24,6001
2001,2,4001
2001,11,4001
8001,19,10001
6001,19,8001
6001,13,8001
2001,72,4001
2001,17,4001
2001,34,4001
2001,20,4001
4001,29,6001
4001,4,6001
4001,110,6001
2001,26,4001
6001,48,8001
2001,13,4001
2001,16,6001
2001,12,4001
6001,125,8001
4001,62,6001
8001,16,10001
6001,64,8001
2001,63,4001
2001,19,4001
2001,2,4001
2001,12,4001
6001,38,8001
2001,9,4001
10001,138,15000
2001,5,4001
2001,20,4001
4001,49,6001
4001,15,6001
2001,5,4001
6001,42,8001
6001,31,10001
6001,32,10001
6001,43,10001
4001,8,6000
4001,28,10001
6001,63,8001
2001,11,4001
6001,311,8001
6001,161,10001
4001,88,6001
10001,89,15000
6001,22,8001
4001,38,6001
4001,18,6001
2001,81,4001
2001,27,4001
6001,99,8001
10001,229,15000
2001,29,4001
4001,7,6001
6001,113,8001
4001,65,6001
4001,42,6001
2001,52,4001
2001,39,4001
2001,20,4001
2001,31,4001
4001,12,8001
8001,13,15000
2001,7,4001
4001,65,6001
4001,13,6001
10001,22,15000
4001,27,6001
2001,4,4001
2001,29,4001
4001,8,6001
4001,11,6001
4001,8,6000
2001,5,4001
6001,95,8001
2001,3,4001
2001,23,4001
4001,22,6001
2001,1,4001
2001,7,4001
6001,12,8001
8001,25,10001
4001,13,8001
4001,6,6001
2001,7,6001
6001,183,8001
6001,11,8001
6001,19,8001
4001,14,6001
4001,14,6001
2001,119,6001
2001,11,4001
4001,37,6001
4001,40,6001
2001,2,4001
2001,64,4001
2001,17,4001
2001,2,4001
6001,31,8001
2001,4,3000
2001,24,4001
8001,71,10001
4001,10,6001
2001,8,4001
2001,8,4001
2001,13,4001
2001,29,4001
2001,28,4001
4001,2,6001
6001,67,8001
2001,13,4001
2001,3,3000
2001,130,4001
4001,29,8001
6001,17,8001
2001,13,4001
2001,15,4001
8001,66,10001
4001,16,6001
4001,10,6001
2001,8,4001
2001,27,4001
4001,23,8000
2001,3,4500
4001,19,6000
2001,13,3000
2001,13,4001
2001,7,3000
2001,8,3000
2001,10,3000
2001,13,3000
2001,12,3000
4001,47,6000
4001,2,6001
6001,17,8001
2001,12,4001
4001,16,8000
4001,12,8000
2001,15,6001
4001,12,6000
4001,33,6001
2001,7,6001
8001,24,10000
2001,5,4001
4001,34,6001
4001,15,6001
2001,4,4001
2001,53,4001
6001,27,8001
4001,31,4500
4001,27,6001
4001,40,6000
4001,40,6001
4001,29,8001
6001,34,8001
2001,8,4001
2001,10,4001
2001,12,4001
2001,1,4001
4000,8,5000
10001,71,15000
10001,63,15000
6001,51,8001
10001,10,15000
2001,5,4001
2001,13,4001
4001,14,6001
2001,11,6001
2001,4,4500
4001,16,8000
6001,17,8001
2001,6,6001
4001,10,6001
2001,12,6001
4001,12,5500
4001,24,6001
6001,36,8001
8001,77,10001
6001,35,8001
2001,13,4001
2001,8,6001
2001,7,6001
2001,12,4001
10001,38,15000
2001,9,4001
4001,12,8001
2001,21,4001
4001,20,5500
2001,62,6001
2001,4,4001
2001,8,3200
4001,73,8001
2001,4,4001
2001,99,6001
6001,24,8000
2001,96,6001
4001,14,6001
2001,30,4500
4001,16,6001
2001,12,4001
8001,16,10001
4001,17,10001
4001,7,6001
8001,15,10001
4001,13,6001
2001,12,6001
6001,17,10001
4001,12,6001
4001,16,6001
2001,1,4001
2001,24,8001
2001,11,6001
4001,30,6001
2001,16,4001
6001,26,8001
2001,4,4001
8001,16,10001
2001,6,5500
2001,4,8001
4001,29,6001
2001,27,4001
8001,23,10001
6001,29,8001
2200,84,15000
4001,16,8000
10001,38,15000
2001,65,10001
4001,5,6001
2001,14,4001
2001,5,4500
2001,19,4001
2001,16,4001
8001,106,10001
2001,5,4001
10001,28,15000
4001,30,6001
8001,10,10001
6001,31,8001
8001,33,10001
6001,26,10001
2001,9,4001
4001,30,6001
4001,10,6001
4001,33,6001
2001,10,4001
2001,11,4001
2001,29,4001
6001,10,8001
2001,6,4001
6001,41,8001
2001,40,4001
6001,26,10001
6001,25,10001
2001,6,6001
4001,4,6001
8001,23,10001
6001,134,8001
2001,19,4001
4001,33,8001
2001,5,4001
2001,11,4001
4001,4,6001
2001,12,4001
6001,27,8001
4001,26,6001
8001,40,10001
2001,33,4001
4001,16,6001
8001,19,10001
6001,65,10001
8001,159,10001
6001,38,8001
4001,26,6001
2001,19,4001
2001,30,4001
2001,89,4001
2001,11,3000
4001,18,6001
6001,16,10000
2001,16,4001
6001,16,10000
4001,61,6001
4001,12,6001
4001,41,6001
4001,28,8001
6001,17,8000
2001,11,4001
2001,11,4001
10001,88,15000
4001,14,6001
2001,2,4001
2001,9,4001
2001,6,4001
4001,47,4500
2001,12,6000
4001,12,6000
6001,89,8000
2001,5,4001
2001,4,3000
4001,13,6001
2001,11,3000
4001,34,6001
6001,18,10000
8001,14,10001
10001,162,15000
6001,43,8001
4001,112,8001
2001,37,4001
8001,26,10001
2001,21,3000
2001,18,4001
2001,31,4001
2001,4,4001
4001,5,6001
2001,12,8000
2001,5,4001
8001,18,10000
2001,4,6001
6001,115,8001
4001,7,6001
2001,5,6001
4001,15,7000
2001,42,4001
2001,50,4001
2001,53,4001
2001,18,4001
4001,67,6001
4001,24,6001
2001,11,4001
4001,30,8001
2001,24,5000
6001,44,8001
2001,29,4001
6001,26,8001
4001,16,6001
2001,13,4001
2001,100,6001
4001,73,6001
2001,35,4001
4001,11,6001
8001,170,10001
4001,5,6001
10001,113,15000
2001,6,4001
4001,27,6001
2001,138,4001
2001,7,4001
4001,67,6001
6001,55,8001
2001,15,4001
8001,104,10001
2001,4,6001
4001,11,6001
6001,20,10001
8001,35,10001
2001,8,4001
2001,3,4000
6001,20,8001
2001,23,4001
2001,48,4001
2001,13,4001
4001,13,6001
2001,17,4001
4001,53,6001
4001,135,6001
4001,16,6001
2001,32,4001
4001,135,6001
8001,25,10001
4001,121,6001
4001,51,10001
4001,35,6001
2001,61,4001
4001,47,6001
2001,14,4001
4001,86,6001
2001,38,4001
6001,17,8001
6001,53,8001
2001,14,6001
2001,6,4001
2001,8,8001
2001,16,6001
6001,74,8001
4001,39,6001
4001,84,6001
2001,5,4001
6001,80,8001
4001,55,6001
4001,51,8001
6001,25,10001
2001,57,4001
2001,27,4001
2001,25,4001
2001,257,4001
2001,53,4001
4001,39,8001
2001,6,4001
4001,25,6001
4001,42,6001
8001,143,10001
2001,37,4001
2001,12,4001
2001,6,4001
2001,4,4001
2001,9,6001
2001,5,4001
2001,39,4001
2001,6,4001
2001,5,4001
2001,4,4001
2001,3,6001
2001,9,4001
2001,51,4001
2001,12,4001
2001,18,4001
2001,25,4001
2001,30,6001
4001,29,6001
4001,47,6001
2001,5,4001
4001,5,6001
4001,5,6001
2001,24,4001
4001,74,6001
4001,28,10001
2001,6,6001
6001,46,8001
4001,15,6001
4001,43,6001
2001,15,4001
2001,30,4000
2001,10,4001
2001,12,4001
4001,89,6001
4001,97,6001
2001,7,4001
4001,72,6001
2001,19,4001
4001,40,6001
4001,26,6001
2001,20,4001
6001,30,8001
2001,5,4001
8001,40,10001
2001,53,4001
2001,39,6001
2001,13,4001
2001,40,4001
2001,34,4001
8001,74,10001
8001,37,10001
4001,90,6001
4001,112,6001
4001,90,6001
2001,81,4001
4001,59,6001
4001,109,6001
8001,108,10001
2001,5,4001
2001,34,4001
4001,71,6001
4001,30,6001
2001,33,6001
4001,58,8001
2001,11,4001
4001,28,6001
2001,5,4001
2001,22,6001
4001,63,8001
6001,11,8001
2001,83,4001
2001,18,4001
6001,48,8001
4001,24,6001
2001,32,4001
2001,8,4001
2001,4,4001
2001,46,6001
4001,53,6001
2001,134,6001
2001,21,4001
6001,43,10001
2001,49,4001
2001,71,4001
2001,15,4001
6001,38,8001
4001,98,8001
2001,14,8001
4001,142,10001
2001,2,6001
2001,11,4001
2001,66,4001
4001,8,6001
8001,18,10001
8001,15,10001
4001,89,8001
4001,144,6001
2001,13,4001
2001,26,4001
2001,2,4001
4001,15,6001
4001,7,6001
4001,12,6001
4001,19,6001
4001,16,6001
4001,25,6001
4001,11,6001
2001,8,6001
4001,39,6001
2001,57,4001
2001,41,4001
4001,9,6001
2001,18,4001
2001,28,4001
6001,9,10001
8001,61,10001
4001,79,6001
4001,25,6001
4001,129,6001
6001,27,8001
2001,319,4001
10001,57,15000
6001,13,8001
2001,36,4001
4001,31,6001
4001,12,6001
6001,39,8001
4001,68,6001
2001,33,4001
8001,22,10001
4001,9,6001
4001,24,6001
4001,17,6001
2001,49,4001
2001,28,4001
4001,42,6001
6001,27,8001
6001,15,8001
8001,26,10001
2001,10,6001
8001,25,10001
4001,3,6001
4001,89,6001
2001,24,4001
2001,27,6001
6001,107,8001
2001,12,4001
4001,5,6001
4001,20,6001
2001,6,6001
6001,7,8001
2001,2,4001
2001,16,4001
2001,11,4001
4001,23,6001
4001,12,6001
2001,12,4001
4001,24,10000
4001,24,6001
4001,30,6001
6001,13,8001
2001,7,6001
4001,17,6001
2001,3,4001
2001,19,4001
4001,170,6001
2001,5,4001
6001,46,8001
4001,32,6001
2001,26,4001
6001,20,8001
2001,13,4001
2001,19,4001
8001,25,10001
4001,4,8001
2001,8,8001
2001,50,6001
6001,71,8001
4001,53,8001
2001,15,4001
2001,100,4001
4001,53,6001
4001,201,10001
2001,67,4001
2001,17,8001
2001,4,4001
4001,12,8001
4001,21,8001
6001,27,8001
2001,46,4001
4001,46,6001
4001,12,6001
2001,10,6001
4001,30,6001
4001,53,6001
6001,82,8001
4001,50,6001
4001,28,8001
2001,13,4001
6001,40,8001
4001,30,6001
4001,36,6001
10001,146,15000
2001,13,4001
2001,9,6001
2001,11,4001
6001,58,8001
2001,4,4001
4001,22,6001
4001,23,6001
2001,39,4001
2001,73,4001
2001,60,4001
4001,50,6001
2001,10,4001
2001,18,4001
2001,53,4001
6001,153,8001
2001,54,4001
2001,17,4001
4001,4,6001
4001,281,8001
4001,27,8001
4001,20,6001
4001,11,6001
4001,17,8001
2001,2,6001
2001,14,4001
2001,4,4001
2001,11,4001
2001,25,4001
2001,8,4001
6001,36,8001
6001,53,8001
4001,77,6001
6001,12,8001
2001,5,4001
4001,25,6001
4001,31,6001
2001,8,4001
8001,12,10001
2001,6,4001
8001,40,10001
2001,8,4001
2001,25,4001
2001,30,4001
4001,27,6001
6001,105,8001
2001,73,4001
4001,13,6001
2001,4,4001
2001,44,4001
2001,2,4001
4001,29,6001
6001,17,8001
2001,2,4001
8001,108,10001
6001,26,8001
4001,9,6001
2001,7,4001
10001,113,15000
8001,30,10001
2001,5,6001
4001,8,8001
4001,11,6001
2001,8,4001
2001,6,4001
4001,6,6001
2001,11,4001
6001,22,10001
2001,19,4001
6001,41,10001
4001,71,8001
4001,39,6001
2001,8,4001
2001,27,4001
2001,24,8001
4001,6,6001
2001,5,4001
2001,30,4001
2001,6,4001
2001,3,4001
2001,13,4001
2001,19,4001
2001,34,4001
2001,16,6001
2001,8,6001
2001,5,6001
2001,17,4001
2001,23,4001
4001,4,6001
2001,5,4001
8001,27,10001
2001,58,4001
2001,74,4001
2001,6,4001
2001,6,4001
4001,6,6001
2001,91,4001
4001,61,6001
4001,35,6001
4001,40,6001
4001,58,10001
6001,42,8001
4001,56,6001
2001,34,4001
4001,52,6001
4001,131,8001
4001,84,6001
4001,44,6001
2001,14,4001
2001,24,4001
2001,25,4001
4001,25,6001
2001,8,4001
2001,5,4001
4001,41,6001
4001,17,8001
2001,9,4001
4001,87,6001
8001,88,10001
6001,151,8001
4001,369,6001
2001,25,4001
8001,25,10001
4001,14,6001
2001,28,4001
6001,106,8001
6001,41,8001
10001,37,15000
4001,18,6001
2001,2,4001
2001,2,4001
4001,12,6001
4001,5,6001
6001,51,8001
4001,56,6001
2001,59,4001
4001,42,6001
2001,9,4001
6001,59,8000
4001,46,6001
2001,13,4001
2001,7,4001
2001,10,4001
4001,25,6001
2001,4,6001
2001,2,4001
2001,32,4001
2001,4,4001
6001,17,8001
4001,88,6001
8001,17,10001
2001,55,4001
2001,46,4001
6001,11,8001
4001,61,6001
4001,26,6001
2001,30,4001
4001,39,6001
2001,39,4001
10001,42,15000
6001,26,8001
2001,33,4001
2001,33,4001
6001,15,8001
2001,34,4001
4001,10,6001
2001,33,4001
2001,112,4001
2001,26,4001
2001,3,4001
2001,14,6001
8001,88,10001
2001,3,4001
2001,2,4001
10001,110,15000
4001,3,6001
6001,17,8001
2001,76,4001
2001,2,4001
2001,14,4001
2001,12,4001
2001,42,4001
8001,28,10001
2001,51,4001
4001,29,6001
2001,27,4001
2001,38,4001
4001,33,6001
4001,14,4500
4001,23,8001
2001,27,4001
4001,19,6001
4001,11,6001
2001,81,4001
2001,48,4001
2001,14,4001
8001,50,10001
4001,29,6001
6001,111,8001
4001,55,6001
2001,12,4001
6001,87,8001
2001,1,4001
4001,63,6001
2001,70,4001
2001,23,4001
8001,76,10001
2001,2,4001
10001,38,15000
2001,14,4001
2001,137,4001
2001,3,4001
2001,46,4001
2001,7,4001
8001,36,15000
2001,111,4001
2001,304,4001
2001,51,4001
2001,5,4001
2001,13,4001
2001,134,4001
4001,6,6001
4001,18,6001
2001,26,4001
6001,79,8001
2001,3,4001
4001,15,6001
8001,112,10001
4001,102,8001
4001,19,6001
2001,9,6001
2001,3,4001
2001,29,4001
2001,35,4001
4001,40,6001
2001,47,4001
8001,89,10001
2001,30,4001
2001,7,4001
2001,27,4001
4001,36,6001
4001,42,6001
4001,12,6001
4001,12,4500
4001,22,6001
4001,42,6001
8001,28,10001
2001,9,4001
2001,49,4001
2001,26,4001
4001,28,6001
4001,18,6001
2001,4,4001
4001,40,6001
4001,27,6001
6001,104,10001
2001,43,4001
4001,25,6001
10001,25,15000
4001,45,6001
2001,17,6001
4001,51,6001
4001,18,6001
2001,6,4001
2001,29,4001
6001,13,8001
2001,9,6001
2001,17,4001
4001,46,6001
4001,76,6001
6001,65,8001
2001,27,4001
4001,52,6001
4001,44,6001
4001,76,8001
4001,33,6001
2001,102,4001
2001,1,4001
4001,54,6001
4001,13,6001
2001,79,4001
4001,47,6001
2001,2,4001
2001,10,4001
10001,50,15000
4001,42,6001
6001,13,10001
6001,32,8001
6001,33,8001
4001,66,6001
2001,33,4001
2001,42,4001
4001,6,6001
4001,111,6001
2001,9,4001
4001,18,8001
2001,4,4001
2001,15,4001
8001,56,10001
2001,48,4001
2001,6,4001
2001,73,4001
2001,96,8001
8001,42,10001
2001,4,4001
4001,6,6001
4001,138,6001
2001,13,4001
8001,75,10001
2001,2,4001
2001,14,4001
4001,16,6001
6001,16,10001
6001,13,8001
4001,10,8001
2001,8,4001
2001,22,4001
8001,40,10001
10001,44,15000
8001,22,10001
8001,4,10001
6001,27,8001
8001,13,10001
4001,15,6001
2001,10,4001
2001,125,4001
2001,40,4001
6001,12,10001
4001,26,6001
4001,29,6001
4001,30,6001
4001,16,6001
2001,9,4001
2001,63,4001
2001,49,4001
4001,25,6001
2001,17,4001
2001,12,4001
6001,27,10000
8001,175,10001
2001,40,4001
2001,79,4001
2001,18,4001
6001,23,8001
6001,84,8001
4001,72,6001
4001,61,6001
8001,40,10001
10001,114,15000
4001,14,6001
4001,44,6001
2001,75,4001
2001,49,4001
4001,33,6001
8001,46,10001
2001,27,4001
2001,48,4001
2001,22,4001
2001,10,4001
4001,23,6001
2001,70,4001
2001,0,4001
2001,8,6001
2001,34,4001
2001,3,4500
4001,47,6001
2001,21,4001
2001,2,4000
2001,7,3000
3000,15,4500
2001,5,6000
2001,9,8000
6001,18,10001
2001,9,4001
2001,17,4001
8001,28,10001
6001,10,8001
6001,24,10001
10001,25,15000
2001,11,6001
2001,2,4001
4001,1,8001
4001,7,6001
6001,87,8001
2001,50,4001
2001,3,4001
2001,9,4001
10001,169,15000
4001,20,6001
8001,160,10001
2001,4,3000
4001,2,4500
4001,80,6001
2001,12,4001
4001,57,6001
8001,100,10001
4001,20,6001
4001,7,8001
8001,30,10001
4001,17,8001
6001,8,8001
4001,13,10001
2001,9,6001
4001,4,6001
4001,19,6001
6001,13,8001
4001,10,8001
2001,39,4001
6001,58,8001
4001,36,6001
4001,26,8001
10001,99,15000
2001,47,4001
2001,8,4001
2001,10,4001
2001,33,4001
2001,5,4001
8001,25,10000
4001,50,6001
2001,42,4001
4001,28,6001
2001,18,4001
4001,40,6001
2001,11,4001
2001,20,4001
4001,7,6001
2001,24,4001
2001,13,4001
2001,26,4001
4001,30,6001
4001,45,6001
4001,21,6001
4001,32,8001
2001,23,4001
4001,14,6001
2001,10,4001
2001,10,4001
6001,45,8001
2001,13,10001
8001,12,10001
6001,13,8001
8001,5,10000
2001,7,4001
2001,4,8001
2001,6,4001
2001,3,4001
4001,29,6001
2001,53,6001
4001,57,6001
4001,79,6001
4001,18,6001
4001,18,6000
8001,77,10001
2001,3,4001
6001,56,8000
2001,44,4001
2001,65,4001
6001,176,8001
2001,69,4001
8001,48,10001
4001,77,8001
4001,14,5000
2001,7,6500
2001,3,2600
6001,89,8001
8001,30,10001
8001,45,10001
2001,62,4001
8001,57,10001
10001,74,15000
6001,38,10001
8001,40,10001
4001,36,6001
8001,173,15000
10001,91,15000
4001,16,8001
10001,136,15000
4001,56,6001
10001,78,15000
4001,21,6001
8001,115,10001
10001,145,15000
10001,58,15000
8001,55,10001
2001,15,4001
4001,62,6001
4001,27,6001
8001,70,10001
10001,101,15000
8001,24,10001
6001,20,8001
8001,28,10000
8001,18,9000
8001,42,10001
6001,14,10000
8001,16,10000
2001,35,6000
2001,12,6000
2001,28,4001
8001,69,10000
4001,26,6001
8001,3,10001
10001,57,15000
8001,23,10000
6001,13,10001
6001,12,8001
6001,21,8001
6001,26,10001
4001,11,6001
8001,25,10001
6001,20,10001
8001,33,10001
6001,11,8001
6001,2,10001
4001,17,8001
6001,21,8001
8001,20,10001
4001,16,8001
10001,104,15000
8001,27,10001
4001,11,6001
10001,22,12000
8001,35,10000
6001,55,8001
4001,124,6000
8001,15,10000
2001,6,4001
6001,70,10000
8001,130,10001
4001,25,8001
4001,20,6001
8001,15,10001
4001,21,8001
4001,15,8001
4001,4,6001
6001,23,8001
10001,170,15000
8001,33,15000
4001,119,6001
8001,27,10000
6001,16,10001
6001,10,8001
6001,13,8001
10001,44,15000
8001,27,10001
10001,66,15000
8001,57,10001
10001,39,15000
4001,11,6001
4001,13,6001
4001,15,6000
4001,22,6001
4001,28,6001
2001,24,4001
4001,46,6001
4001,14,6001
6001,16,10000
4001,18,6000
2001,61,4001
4001,95,6001
4001,22,6001
4001,70,6001
2001,23,4001
4001,29,6001
6001,14,8001
4001,14,8001
4001,59,6001
2001,195,4001
6001,25,8001
2001,50,4001
2001,18,8001
8001,24,10001
2001,8,6001
4001,15,8000
6001,26,8000
2001,42,8001
4001,13,6001
4001,75,8001
2001,5,4001
4001,131,6001
4001,21,4500
6001,14,10000
8001,22,10000
8001,178,10001
4001,78,6001
2001,87,4001
4001,7,6000
10001,149,15000
6001,31,8000
2001,24,6000
6001,25,8000
2001,13,3000
10001,108,15000
2001,5,3000
2001,14,10000
2001,83,4001
6001,23,8001
4001,59,6001
6001,68,10001
8001,210,15000
6001,55,8001
4001,60,6001
6001,33,8001
8001,42,10001
10001,38,15000
10001,43,15000
4001,37,6001
4001,26,8001
8001,65,10001
8001,38,10001
6001,60,8001
6001,34,8001
8001,41,10001
6001,33,8001
8001,151,10001
6001,23,8001
4001,77,6001
6001,133,8001
4001,248,8001
2001,39,6000
8001,108,10001
6001,120,10001
6001,62,8001
2001,10,4001
2001,13,4001
2001,14,6001
2001,19,4001
10001,26,15000
6001,55,8001
2001,15,8000
6001,41,8001
2001,2,4001
6001,18,8001
8001,12,10001
2001,41,4001
8001,180,10001
6001,14,10001
6001,19,8001
4001,17,8001
10001,64,15000
4001,42,6001
8001,72,10001
6001,40,8001
4001,11,6001
8001,35,10001
8001,121,10001
6001,28,10001
6001,42,8001
2001,11,4001
8001,13,10001
6001,12,8001
8001,25,10001
6001,29,8001
6001,25,10001
4001,31,8000
2001,51,6001
8001,25,10001
10001,25,15000
6001,22,10001
10001,97,15000
4001,11,8001
6001,57,10001
4001,40,6001
4001,15,6001
4001,37,6001
8001,97,15000
4001,23,4500
8001,12,10001
6001,53,8001
8001,77,10001
6001,28,8001
10001,49,15000
6001,14,10001
10001,36,15000
8001,48,10001
6001,80,10001
10001,39,15000
2001,8,4001
6001,27,10001
6001,42,8001
4001,133,6001
2001,15,6001
6001,49,8001
2001,5,4001
4001,32,6001
6001,26,8001
4001,212,8001
6001,93,8001
4001,77,6001
2001,28,4001
6001,26,10001
4001,7,6001
6001,14,8001
8001,26,10001
6001,27,8001
8001,115,10001
4001,12,6001
2001,15,6001
6001,25,10001
10001,36,15000
4001,9,6001
4001,17,6001
2001,5,4001
8001,26,10001
4001,14,6001
4001,8,6001
4001,16,6001
4001,16,6001
6001,23,10001
4001,17,6001
6001,20,8001
4001,24,8001
10001,57,15000
6001,48,10001
4001,61,6001
10001,53,15000
10001,55,15000
6001,15,8001
10001,90,15000
4001,14,6001
8001,62,10001
6001,136,10001
4001,15,6001
4001,63,6001
6001,18,8001
6001,33,8001
2001,20,4001
4001,151,6001
8001,135,10001
4001,16,6001
2001,6,4001
4001,48,6001
6001,63,8001
6001,26,8001
6001,17,8000
6001,127,8001
2001,9,10001
6001,8,8001
4001,150,6001
4001,36,6001
6001,16,8001
8001,51,10001
2001,11,8001
8001,13,10001
8001,28,10001
10001,26,15000
6001,23,10001
6001,11,8001
6001,25,10001
4001,25,8001
8001,26,10001
8001,25,10001
8001,23,10001
6001,17,8001
10001,24,15000
6001,17,8001
8001,16,10001
8001,26,10001
4001,13,8001
10001,112,18000
8001,26,10001
6001,9,8001
4001,24,8001
8001,24,10001
2001,21,4001
6001,39,8001
6001,75,8001
4001,26,6001
2001,44,4001
10001,47,15000
6001,23,8001
4001,55,6001
8001,70,10001
2001,26,4001
2001,13,4001
6001,363,8001
6001,88,8001
10001,187,15000
4001,3,8001
2001,8,8001
8001,27,10001
10001,50,15000
6001,62,8001
4001,44,6001
10001,58,15000
4001,168,6001
4001,73,6001
2001,11,6001
2001,199,4001
4001,51,6001
2001,77,4001
8001,81,10001
6001,62,8001
2001,65,4001
4001,51,6001
6001,99,8001
4001,153,6001
4001,81,6001
2001,19,4001
8001,87,10001
8001,25,10001
2001,14,4001
6001,39,10001
4001,42,6001
2001,83,4001
4001,34,6001
4001,36,8001
8001,95,10001
4001,56,6001
2001,35,4001
4001,4,6001
4001,11,6001
2001,12,8001
4001,21,6001
4001,24,6001
4001,135,6001
4001,9,6001
4001,37,6001
4001,24,8001
2001,8,6001
6001,20,8001
2001,11,6001
6001,42,15000
8001,135,10001
2001,11,4001
8001,84,10001
6001,112,10001
8001,36,10001
4001,63,6001
6001,17,8000
2001,6,4001
2001,58,4001
4001,69,6001
8001,109,10001
2001,132,8001
6001,64,8001
2001,75,4001
8001,35,15000
8001,54,15000
4001,9,6001
4001,42,6001
4001,99,6001
2001,25,8001
2001,15,6001
4001,15,6001
6001,16,8001
6001,36,8001
2001,8,6001
4001,8,6001
8001,53,15000
4001,149,8001
4001,101,8001
2001,11,4001
6001,101,15000
4001,18,6001
6001,15,8001
4001,107,6001
2001,18,6001
4001,32,6001
6001,21,8001
2001,402,6001
10001,188,15000
4001,109,6001
6001,187,8001
4001,4,6001
6001,24,8001
4001,41,6001
2001,27,4001
2001,15,4001
2001,16,4001
4001,17,6001
8001,16,10000
10001,204,15000
6001,23,8001
2001,9,4001
8001,25,10001
4001,44,10001
4001,13,8001
4001,25,6000
6001,14,8001
8001,72,10001
2001,8,4001
8001,26,10001
6001,16,8001
4001,13,8001
2001,7,4001
4001,29,6001
2001,4,4001
4001,16,8001
4001,13,6001
2001,13,6001
2001,9,3000
2001,18,4001
6001,31,10001
10001,88,15000
2001,26,4001
4001,45,6001
2001,19,4001
4001,41,6001
2001,43,4001
4001,20,8001
6001,22,10001
4001,18,8001
8001,65,10001
6001,31,8001
6001,74,10001
4001,23,8000
4001,59,6001
4001,161,6001
6001,37,8001
6001,47,8001
8001,80,10001
6001,50,8001
4001,85,6001
4001,17,6001
4001,15,6001
2001,15,4001
4001,56,6001
10001,105,15000
4001,13,6001
4001,130,6001
8001,59,10001
4001,19,6001
6001,81,8001
6001,13,8001
4001,14,6001
4001,39,6001
8001,18,10001
8001,21,10001
4001,13,6001
2001,116,4001
2001,3,6001
4001,15,6001
8001,42,15000
8001,22,10001
6001,19,10001
6001,26,8001
5500,21,6001
4001,29,6001
10001,112,15000
6001,35,15000
4001,12,6001
8001,12,10001
2001,19,4001
10001,24,15000
2001,16,4001
4001,21,8001
2001,34,6001
4001,15,8001
4001,29,8001
2001,16,6001
2001,18,6001
4001,15,10001
6001,18,10001
2001,13,4001
4001,25,8001
4001,5,6001
8001,23,10001
4001,21,8001
4001,12,6001
2001,20,4001
4001,23,6001
4001,156,6001
2001,6,8001
2001,14,6001
10001,89,15000
10001,172,15000
4001,107,10001
4001,54,6001
2001,9,8001
4001,9,6000
4001,12,8001
4001,11,6001
6001,36,8001
2001,106,4001
4001,70,6001
6001,48,8001
8001,66,15000
10001,62,15000
8001,20,10001
8001,23,10001
8001,26,10001
6001,39,8001
8001,25,10001
6001,26,10001
6001,18,8001
4001,9,6001
8001,31,10001
4001,16,4500
6001,29,8000
4001,168,10001
2001,90,4001
8001,22,10001
4001,9,6001
2001,30,4001
4001,17,6001
8001,49,10001
2001,6,8001
4001,73,6001
8001,31,10001
6001,47,10001
6001,45,10001
4001,35,10001
6001,23,8001
4001,64,6000
8001,26,10000
10001,166,15000
2001,28,4001
4001,6,6001
4001,73,6001
6001,74,8001
4001,72,6001
4001,9,6000
6001,73,10001
6001,95,8001
4001,208,6001
8001,44,10001
6001,116,8001
4001,12,6001
6001,129,10001
4001,45,6001
6001,21,10001
6001,61,8001
8001,55,10001
4001,140,6001
4001,30,10001
6001,17,8001
6001,8,8001
2001,3,4001
8001,25,10001
2001,28,4001
2001,40,4001
4001,49,8001
4001,60,6001
8001,30,10001
6001,14,10001
4001,10,10001
6001,62,10001
4001,64,6001
2001,12,4001
6001,56,10001
10001,48,15000
6001,77,8001
6001,22,10001
6001,23,8001
4001,56,6001
6001,21,10001
4001,94,6001
10001,88,15000
4001,5,6001
6001,122,8001
4001,48,6001
8001,29,10001
6001,13,8001
4001,129,8001
2001,13,4001
8001,76,10001
4001,68,6001
8001,96,10001
6001,123,10001
6001,27,8001
4001,46,6001
8001,30,10001
8001,26,10001
6001,12,8001
6001,114,8001
4001,73,6001
6001,51,8001
2001,77,4001
6001,124,8001
10001,157,15000
10001,50,15000
8001,37,10001
2001,14,4001
2001,15,4001
4001,37,10001
6001,44,8001
8001,37,10001
8001,37,10001
4001,14,6001
4001,13,6001
8001,27,10001
6001,80,10001
10001,78,15000
6001,80,8001
8001,19,10001
8001,49,10001
10001,187,15000
2001,5,4001
2001,93,15000
10001,121,15000
10001,67,15000
4001,66,6001
2001,88,4001
8001,78,10001
8001,149,10001
2001,4,6001
2001,10,4500
6001,28,8001
6001,29,8000
6001,27,10001
2001,104,8001
8001,118,10001
4001,88,6001
4001,9,8001
6001,83,8001
